TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 Payer,Cost,2021,Brand,Medi-Cal,22.0,49702024613.0,Dovato,"9,473","1,352","$26,425,897",$82.14,34,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Brand,Medi-Cal,23.0,70127010010.0,Epidiolex,"7,380",932,"$22,776,401",$14.30,216,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Brand,Medi-Cal,24.0,64406005801.0,Spinraza,160,58,"$21,166,854","$25,502.23",5,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Brand,Medi-Cal,25.0,59676057530.0,Prezcobix,"8,102","1,140","$19,103,585",$67.48,35,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Brand,Medicare,1.0,3089421.0,Eliquis,"830,675","177,609","$667,398,624",$8.48,95,EA,$37.00,$4.00,$77.22,7.5%
Top 25 Payer,Cost,2021,Brand,Medicare,2.0,3089321.0,Eliquis,"356,445","73,456","$255,160,095",$8.49,84,EA,$26.67,$2.67,$68.93,11.1%
Top 25 Payer,Cost,2021,Brand,Medicare,3.0,6027731.0,Januvia,"254,108","61,693","$242,875,082",$16.76,57,EA,$3.64,$1.33,$40.00,8.5%
Top 25 Payer,Cost,2021,Brand,Medicare,4.0,469012599.0,Xtandi,"19,469","3,052","$229,279,596",$101.79,116,EA,$50.51,$2.00,$780.77,10.5%
Top 25 Payer,Cost,2021,Brand,Medicare,5.0,61958250101.0,Biktarvy,"56,408","7,390","$223,676,710",$115.10,34,EA,$1.50,$0.44,$35.46,21.5%
Top 25 Payer,Cost,2021,Brand,Medicare,6.0,50458057930.0,Xarelto,"232,568","56,166","$208,424,331",$16.55,54,EA,$35.33,$3.07,$79.51,6.6%
Top 25 Payer,Cost,2021,Brand,Medicare,7.0,23916360.0,Restasis,"200,413","60,399","$183,548,886",$10.58,87,EA,$4.00,$1.33,$40.00,12.4%
Top 25 Payer,Cost,2021,Brand,Medicare,8.0,310135030.0,Tagrisso,"10,803","1,643","$178,012,437",$537.00,31,EA,$15.64,$0.50,$320.86,14.5%
Top 25 Payer,Cost,2021,Brand,Medicare,9.0,57962042028.0,Imbruvica,"11,902","1,563","$171,819,718",$509.06,28,EA,$696.85,13.883333333349999,$931.10,6.2%
Top 25 Payer,Cost,2021,Brand,Medicare,10.0,597015330.0,Jardiance,"174,049","47,449","$168,998,090",$18.30,53,EA,$4.03,$1.33,$47.00,10.3%
Top 25 Payer,Cost,2021,Brand,Medicare,11.0,52937000120.0,Vascepa,"323,025","62,027","$142,229,398",$3.00,147,EA,$2.00,$0.67,$4.00,15.7%
Top 25 Payer,Cost,2021,Brand,Medicare,12.0,597015230.0,Jardiance,"145,835","41,104","$136,382,049",$18.67,50,EA,$4.00,$1.33,$45.00,11.3%
Top 25 Payer,Cost,2021,Brand,Medicare,13.0,59572041028.0,Revlimid,"7,035","1,115","$129,885,878",$835.10,22,EA,$727.39,$3.87,"$1,117.31",13.9%
Top 25 Payer,Cost,2021,Brand,Medicare,14.0,597014030.0,Tradjenta,"155,861","33,061","$124,957,363",$16.76,48,EA,$2.00,$1.03,$20.00,13.4%
Top 25 Payer,Cost,2021,Brand,Medicare,15.0,597036055.0,Pradaxa,"177,033","52,200","$114,766,046",$4.47,145,EA,$31.33,$10.00,$39.17,2.1%
Top 25 Payer,Cost,2021,Brand,Medicare,16.0,59572041000.0,Revlimid,"6,446","1,156","$109,815,821",$845.92,20,EA,$37.94,$7.45,$832.37,11.1%
Top 25 Payer,Cost,2021,Brand,Medicare,17.0,173088710.0,Trelegy Ellipta,"127,286","29,201","$101,137,414",$10.28,77,EA,$20.00,$3.33,$64.36,10.0%
Top 25 Payer,Cost,2021,Brand,Medicare,18.0,597010061.0,Spiriva Respimat,"173,804","46,615","$94,499,764",$86.30,6,GM,$20.89,$4.00,$47.00,5.6%
Top 25 Payer,Cost,2021,Brand,Medicare,19.0,50458056401.0,Invega Sustenna,"30,371","4,088","$92,871,930","$1,915.55",2,ML,$1.00,$0.00,$4.00,30.9%
Top 25 Payer,Cost,2021,Brand,Medicare,20.0,169413212.0,Ozempic (0.25 or 0.5 MG/DOSE),"76,757","22,425","$91,776,927",$559.08,2,ML,$10.77,$1.67,$47.00,14.1%
Top 25 Payer,Cost,2021,Brand,Medicare,21.0,65649030302.0,Xifaxan,"35,457","10,178","$91,651,734",$46.58,55,EA,$15.00,$2.00,$226.50,14.8%
Top 25 Payer,Cost,2021,Brand,Medicare,22.0,310621030.0,Farxiga,"99,199","25,759","$91,247,528",$18.13,51,EA,$4.00,$1.20,$47.00,13.6%
Top 25 Payer,Cost,2021,Brand,Medicare,23.0,597014560.0,Ofev,"7,516","1,326","$86,825,618",$193.55,60,EA,$124.30,$4.00,$789.64,10.6%
Top 25 Payer,Cost,2021,Brand,Medicare,24.0,169406013.0,Victoza,"55,434","12,952","$86,442,614",$111.82,14,ML,$14.00,$1.33,$53.67,10.2%
Top 25 Payer,Cost,2021,Brand,Medicare,25.0,49702023113.0,Triumeq,"23,033","2,947","$85,210,253",$107.94,34,EA,$1.71,$0.62,$38.08,19.0%
Top 25 Payer,Cost,2021,Generic,Commercial,1.0,59267100001.0,Pfizer-BioNTech COVID-19 Vacc,"1,742,614","1,098,970","$63,959,787",$104.13,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 Payer,Cost,2021,Generic,Commercial,2.0,59267100002.0,Pfizer-BioNTech COVID-19 Vacc,"1,572,063","1,033,793","$56,575,813",$99.21,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 Payer,Cost,2021,Generic,Commercial,3.0,93770456.0,Emtricitabine-Tenofovir DF,"52,567","23,123","$39,492,063",$10.41,72,EA,$0.00,$0.00,$0.00,88.5%
Top 25 Payer,Cost,2021,Generic,Commercial,4.0,80777027399.0,Moderna COVID-19 Vaccine,"1,087,080","698,764","$36,834,266",$67.64,1,ML,$0.00,$0.00,$0.00,99.9%
Top 25 Payer,Cost,2021,Generic,Commercial,5.0,93760756.0,Emtricitabine-Tenofovir DF,"16,378","11,119","$34,171,756",$40.15,52,EA,$0.00,$0.00,$0.00,88.6%
Top 25 Payer,Cost,2021,Generic,Commercial,6.0,378932132.0,Wixela Inhub,"151,925","53,201","$24,301,981",$1.62,99,EA,$10.00,$5.00,$15.00,2.8%
Top 25 Payer,Cost,2021,Generic,Commercial,7.0,80777027398.0,Moderna COVID-19 Vaccine,"579,186","482,958","$22,589,419",$91.17,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 Payer,Cost,2021,Generic,Commercial,8.0,65862035430.0,Emtricitabine-Tenofovir DF,"18,892","5,553","$18,879,895",$28.04,36,EA,$0.00,$0.00,$0.00,90.3%
Top 25 Payer,Cost,2021,Generic,Commercial,9.0,378932232.0,Wixela Inhub,"90,025","28,490","$18,075,199",$1.89,106,EA,$8.33,$5.00,$10.00,2.6%
Top 25 Payer,Cost,2021,Generic,Commercial,10.0,378039991.0,Dimethyl Fumarate,"3,493",675,"$14,001,165",$63.66,63,EA,$15.00,$5.00,$250.00,3.1%
Top 25 Payer,Cost,2021,Generic,Commercial,11.0,65162046935.0,EluRyng,"67,483","26,142","$13,815,569",$67.45,3,EA,$0.00,$0.00,$0.00,96.0%
Top 25 Payer,Cost,2021,Generic,Commercial,12.0,68382071119.0,Mesalamine,"25,917","5,537","$13,162,274",$3.81,133,EA,$10.00,$6.00,$40.00,2.5%
Top 25 Payer,Cost,2021,Generic,Commercial,13.0,80777027310.0,Moderna COVID-19 Vaccine,"374,591","252,861","$12,510,476",$71.39,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 Payer,Cost,2021,Generic,Commercial,14.0,115169449.0,EPINEPHrine,"84,047","68,054","$11,356,862",$60.90,2,EA,$10.00,$5.00,$15.00,2.4%
Top 25 Payer,Cost,2021,Generic,Commercial,15.0,93598627.0,EPINEPHrine,"25,757","21,300","$9,745,210",$177.13,2,EA,$10.00,$5.00,$16.00,6.0%
Top 25 Payer,Cost,2021,Generic,Commercial,16.0,378334053.0,Xulane,"37,134","13,309","$9,220,116",$36.39,7,EA,$0.00,$0.00,$0.00,97.1%
Top 25 Payer,Cost,2021,Generic,Commercial,17.0,59267100003.0,Pfizer-BioNTech COVID-19 Vacc,"230,655","182,881","$9,023,559",$112.09,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 Payer,Cost,2021,Generic,Commercial,18.0,10370010150.0,buPROPion HCl ER (XL),"138,795","55,696","$7,915,948",$0.51,112,EA,$6.67,$3.75,$10.00,3.5%
Top 25 Payer,Cost,2021,Generic,Commercial,19.0,69238209503.0,Emtricitabine-Tenofovir DF,"7,883","2,454","$7,811,800",$28.63,35,EA,$0.00,$0.00,$0.00,88.9%
Top 25 Payer,Cost,2021,Generic,Commercial,20.0,555901658.0,Sprintec 28,"167,398","61,202","$7,685,132",$0.50,91,EA,$0.00,$0.00,$0.00,95.4%
Top 25 Payer,Cost,2021,Generic,Commercial,21.0,310737020.0,Budesonide-Formoterol Fumarate,"23,555","8,059","$7,597,720",$25.57,13,GM,$15.00,$5.00,$40.00,6.5%
Top 25 Payer,Cost,2021,Generic,Commercial,22.0,93767902.0,Etonogestrel-Ethinyl Estradiol,"36,556","11,985","$7,377,207",$93.01,2,EA,$0.00,$0.00,$0.00,98.3%
Top 25 Payer,Cost,2021,Generic,Commercial,23.0,65162083366.0,Diclofenac Sodium,"248,189","179,007","$7,158,282",$0.16,179,GM,$10.00,$5.00,$10.84,2.6%
Top 25 Payer,Cost,2021,Generic,Commercial,24.0,378932032.0,Wixela Inhub,"50,695","18,695","$7,140,646",$1.45,97,EA,$10.00,$5.00,$15.00,3.2%
Top 25 Payer,Cost,2021,Generic,Commercial,25.0,378696112.0,Glatiramer Acetate,"2,589",418,"$6,897,969",$211.19,13,ML,$30.00,$10.00,$250.00,5.7%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,1.0,59267100001.0,Pfizer-BioNTech COVID-19 Vacc,"1,813,749","1,073,992","$67,114,432",$122.78,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,2.0,80777027310.0,Moderna COVID-19 Vaccine,"515,215","335,397","$19,058,870",$80.02,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,3.0,80777027315.0,Moderna COVID-19 Vaccine,"285,013","218,337","$11,262,160",$87.71,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,4.0,245055650.0,Vigadrone,524,82,"$5,339,083",$93.93,108,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,5.0,72626270101.0,Sofosbuvir-Velpatasvir,430,216,"$3,392,675",$285.77,28,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,6.0,59267105501.0,Pfizer COVID-19 Vac-TriS 5-11y,"81,445","55,631","$2,904,400",$175.34,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,7.0,93537701.0,cloZAPine,"2,764",322,"$2,494,018",$23.51,38,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,8.0,70954016810.0,Sildenafil Citrate,803,172,"$2,184,673",$15.80,172,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,9.0,59676058005.0,Janssen COVID-19 Vaccine,"57,578","55,181","$2,177,992",$74.96,1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,10.0,378334053.0,Xulane,"7,544","2,783","$2,041,593",$42.71,6,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,11.0,69452022384.0,Rufinamide,624,149,"$1,945,465",$2.85,"1,093",ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,12.0,54052863.0,Rufinamide,650,142,"$1,893,803",$3.12,933,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,13.0,62332010330.0,ARIPiprazole,"1,277",318,"$1,774,225",$34.05,41,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,14.0,254204502.0,Posaconazole,537,202,"$1,709,134",$32.57,98,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,15.0,62332010430.0,ARIPiprazole,"1,161",253,"$1,660,255",$34.37,42,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,16.0,93541901.0,cloZAPine,"3,966",476,"$1,581,589",$5.78,69,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,17.0,27241015919.0,valGANciclovir HCl,561,141,"$1,426,612",$9.80,259,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,18.0,70644089999.0,Tobramycin,387,96,"$1,398,633",$12.91,280,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,19.0,68180015001.0,Famotidine,"11,874","3,258","$1,383,646",$1.37,85,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,20.0,66993001968.0,Albuterol Sulfate HFA,"28,261","18,134","$1,381,494",$2.48,20,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,21.0,527213335.0,Posaconazole,440,184,"$1,361,453",$32.24,96,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,22.0,17478044708.0,Aminocaproic Acid,80,66,"$1,121,350",$56.57,248,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,23.0,93317431.0,Albuterol Sulfate HFA,"22,773","13,778","$1,039,545",$4.83,9,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,24.0,93537601.0,cloZAPine,"1,501",174,"$1,010,788",$17.64,38,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medi-Cal,25.0,62559063001.0,Erythromycin Ethylsuccinate,"2,225",454,"$980,207",$2.16,204,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,Generic,Medicare,1.0,378932132.0,Wixela Inhub,"133,478","45,120","$30,902,183",$2.19,106,EA,$8.33,$3.33,$30.74,5.4%
Top 25 Payer,Cost,2021,Generic,Medicare,2.0,378932232.0,Wixela Inhub,"85,479","25,926","$21,334,112",$2.36,106,EA,$7.00,$3.33,$12.00,4.7%
Top 25 Payer,Cost,2021,Generic,Medicare,3.0,72205003092.0,Abiraterone Acetate,"7,895","1,621","$18,976,840",$21.03,114,EA,$64.35,$3.70,$229.38,9.4%
Top 25 Payer,Cost,2021,Generic,Medicare,4.0,66993001968.0,Albuterol Sulfate HFA,"337,420","127,372","$18,384,556",$2.52,22,GM,$1.30,$0.78,$11.24,17.6%
Top 25 Payer,Cost,2021,Generic,Medicare,5.0,27241003203.0,Omeprazole-Sodium Bicarbonate,"8,308","1,706","$13,671,747",$43.32,38,EA,$0.22,$0.00,$0.87,40.6%
Top 25 Payer,Cost,2021,Generic,Medicare,6.0,93317431.0,Albuterol Sulfate HFA,"266,054","120,919","$13,420,525",$4.57,11,GM,$3.70,$1.30,$12.00,16.6%
Top 25 Payer,Cost,2021,Generic,Medicare,7.0,69097052444.0,Diclofenac Sodium,"355,372","154,516","$13,076,596",$0.24,157,GM,$3.00,$1.30,$10.97,15.2%
Top 25 Payer,Cost,2021,Generic,Medicare,8.0,591352530.0,Lidocaine,"72,019","21,404","$12,662,707",$4.04,44,EA,$1.30,$0.00,$10.68,25.8%
Top 25 Payer,Cost,2021,Generic,Medicare,9.0,61314054701.0,Latanoprost,"480,386","150,303","$11,109,376",$4.14,6,ML,$3.33,$0.43,$6.67,21.2%
Top 25 Payer,Cost,2021,Generic,Medicare,10.0,65162083366.0,Diclofenac Sodium,"337,342","184,623","$10,961,638",$0.20,161,GM,$10.00,$1.30,$12.00,7.2%
Top 25 Payer,Cost,2021,Generic,Medicare,11.0,72626270101.0,Sofosbuvir-Velpatasvir,"1,258",540,"$10,457,242",$290.33,29,EA,$2.67,$0.00,$369.69,25.2%
Top 25 Payer,Cost,2021,Generic,Medicare,12.0,310737020.0,Budesonide-Formoterol Fumarate,"27,857","10,784","$10,094,695",$27.40,13,GM,$5.00,$1.30,$50.00,14.9%
Top 25 Payer,Cost,2021,Generic,Medicare,13.0,378692191.0,Abiraterone Acetate,"1,224",365,"$9,870,051",$134.87,60,EA,$136.76,$0.65,$484.60,20.5%
Top 25 Payer,Cost,2021,Generic,Medicare,14.0,59762033302.0,Latanoprost,"416,848","105,380","$9,863,713",$4.78,5,ML,$1.31,$0.00,$5.00,29.5%
Top 25 Payer,Cost,2021,Generic,Medicare,15.0,69067001015.0,Lactulose,"1,706",381,"$9,856,134",$51.38,112,EA,$0.00,$0.00,$0.00,85.8%
Top 25 Payer,Cost,2021,Generic,Medicare,16.0,378696112.0,Glatiramer Acetate,"2,536",361,"$9,750,293",$303.03,13,ML,$5.00,$0.22,$408.83,18.6%
Top 25 Payer,Cost,2021,Generic,Medicare,17.0,69238175406.0,Abiraterone Acetate,"1,182",278,"$9,746,703",$136.82,60,EA,$287.31,$0.54,$652.70,19.8%
Top 25 Payer,Cost,2021,Generic,Medicare,18.0,54050823.0,Icosapent Ethyl,"28,156","9,653","$9,449,259",$2.22,152,EA,$1.30,$0.43,$9.00,19.8%
Top 25 Payer,Cost,2021,Generic,Medicare,19.0,27241003103.0,Omeprazole-Sodium Bicarbonate,"4,769",970,"$9,376,761",$41.81,47,EA,$0.22,$0.00,$0.89,41.8%
Top 25 Payer,Cost,2021,Generic,Medicare,20.0,60505258009.0,Atorvastatin Calcium,"484,129","169,042","$9,179,188",$0.24,80,EA,$0.00,$0.00,$1.35,52.9%
Top 25 Payer,Cost,2021,Generic,Medicare,21.0,52565007911.0,Fluocinonide,"6,364","1,353","$9,047,101",$11.52,123,GM,$0.00,$0.00,$0.43,52.3%
Top 25 Payer,Cost,2021,Generic,Medicare,22.0,68682001890.0,metFORMIN HCl ER (MOD),"4,033","1,113","$8,629,979",$34.11,63,EA,$0.43,$0.00,$1.30,33.9%
Top 25 Payer,Cost,2021,Generic,Medicare,23.0,406012501.0,HYDROcodone-Acetaminophen,"351,394","78,198","$8,114,064",$0.25,91,EA,$4.30,$1.30,$10.00,5.9%
Top 25 Payer,Cost,2021,Generic,Medicare,24.0,68382071119.0,Mesalamine,"11,396","3,279","$8,086,979",$4.09,173,EA,$36.55,$3.74,$71.20,5.3%
Top 25 Payer,Cost,2021,Generic,Medicare,25.0,65862092127.0,Sevelamer Carbonate,"21,223","7,557","$8,030,784",$1.01,374,EA,$1.30,$0.43,$17.17,13.7%
Top 25 Payer,Cost,2021,All,Commercial,1.0,74055402.0,Humira (2 Pen),"69,658","9,365","$445,696,328","$2,680.00",2,EA,$150.00,$25.00,$250.00,6.2%
Top 25 Payer,Cost,2021,All,Commercial,2.0,61958250101.0,Biktarvy,"93,160","14,048","$430,935,127",$103.19,45,EA,$25.00,$15.00,$50.00,1.3%
Top 25 Payer,Cost,2021,All,Commercial,3.0,57894006103.0,Stelara,"18,066","3,395","$372,614,900","$19,698.40",1,ML,$75.00,$20.00,$147.77,7.5%
Top 25 Payer,Cost,2021,All,Commercial,4.0,74433902.0,Humira (2 Pen),"49,379","6,664","$271,457,925","$2,210.97",2,EA,$40.00,$20.00,$248.06,2.9%
Top 25 Payer,Cost,2021,All,Commercial,5.0,58406003204.0,Enbrel SureClick,"45,531","6,388","$246,227,078","$1,271.29",4,ML,$120.00,$25.00,$250.00,4.1%
Top 25 Payer,Cost,2021,All,Commercial,6.0,78063941.0,Cosentyx Sensoready (300 MG),"44,117","6,163","$216,485,603","$2,196.70",2,ML,$71.43,$20.00,$250.00,3.6%
Top 25 Payer,Cost,2021,All,Commercial,7.0,61958190101.0,Genvoya,"31,665","5,225","$168,283,852",$102.42,52,EA,$25.00,$15.00,$50.00,0.7%
Top 25 Payer,Cost,2021,All,Commercial,8.0,61958200201.0,Descovy,"75,915","11,989","$167,058,807",$61.34,36,EA,$23.08,$0.00,$55.00,28.1%
Top 25 Payer,Cost,2021,All,Commercial,9.0,55513013760.0,Otezla,"44,467","7,315","$160,218,404",$58.90,61,EA,$51.55,$20.00,$250.00,3.6%
Top 25 Payer,Cost,2021,All,Commercial,10.0,24591401.0,Dupixent,"46,858","5,755","$147,377,266",$757.34,4,ML,$100.00,$20.00,$250.00,5.8%
Top 25 Payer,Cost,2021,All,Commercial,11.0,49702023113.0,Triumeq,"26,923","4,003","$123,400,880",$98.75,46,EA,$25.00,$16.67,$50.00,0.7%
Top 25 Payer,Cost,2021,All,Commercial,12.0,597015330.0,Jardiance,"154,195","34,571","$105,382,565",$16.28,42,EA,$25.00,$15.00,$40.00,3.6%
Top 25 Payer,Cost,2021,All,Commercial,13.0,61958210101.0,Odefsey,"21,395","3,302","$101,051,681",$94.44,50,EA,$23.33,$15.00,$45.21,0.8%
Top 25 Payer,Cost,2021,All,Commercial,14.0,310135030.0,Tagrisso,"6,336",786,"$95,159,847",$504.39,30,EA,$40.00,$20.00,$144.62,13.5%
Top 25 Payer,Cost,2021,All,Commercial,15.0,3089421.0,Eliquis,"152,374","29,452","$93,597,645",$7.89,78,EA,$26.67,$15.00,$50.00,6.7%
Top 25 Payer,Cost,2021,All,Commercial,16.0,2143480.0,Trulicity,"96,251","16,298","$92,370,389",$398.77,2,ML,$30.00,$16.67,$45.00,4.8%
Top 25 Payer,Cost,2021,All,Commercial,17.0,58406002104.0,Enbrel,"14,669","2,032","$78,358,346","$1,237.21",4,ML,$50.00,$20.00,$250.00,3.7%
Top 25 Payer,Cost,2021,All,Commercial,18.0,2751001.0,HumaLOG,"114,344","27,216","$73,770,030",$14.24,45,ML,$20.00,$13.13,$35.00,3.3%
Top 25 Payer,Cost,2021,All,Commercial,19.0,88221905.0,Lantus SoloStar,"146,655","33,613","$70,306,887",$23.41,20,ML,$23.00,$12.48,$40.00,4.2%
Top 25 Payer,Cost,2021,All,Commercial,20.0,169413212.0,Ozempic (0.25 or 0.5 MG/DOSE),"70,078","17,254","$69,523,077",$524.19,2,ML,$30.00,$16.67,$45.00,6.8%
Top 25 Payer,Cost,2021,All,Commercial,21.0,6027731.0,Januvia,"114,780","20,336","$69,394,491",$15.38,39,EA,$27.69,$15.00,$40.00,2.7%
Top 25 Payer,Cost,2021,All,Commercial,22.0,69068803.0,Ibrance,"5,400",857,"$68,857,213",$571.77,22,EA,$35.00,$20.00,$150.00,10.9%
Top 25 Payer,Cost,2021,All,Commercial,23.0,74379902.0,Humira (2 Syringe),"12,443","1,729","$66,506,462","$2,133.96",3,EA,$35.00,$20.00,$200.00,2.6%
Top 25 Payer,Cost,2021,All,Commercial,24.0,57894064011.0,Tremfya,"5,782","1,476","$64,127,555","$9,959.24",1,ML,$75.00,$20.00,$187.50,5.3%
Top 25 Payer,Cost,2021,All,Commercial,25.0,59267100001.0,Pfizer-BioNTech COVID-19 Vacc,"1,742,614","1,098,970","$63,959,787",$104.13,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 Payer,Cost,2021,All,Medi-Cal,1.0,61958250101.0,Biktarvy,"108,147","16,007","$419,404,370",$109.01,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,2.0,50458056401.0,Invega Sustenna,"48,205","7,263","$139,712,047","$1,931.43",2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,3.0,61958200201.0,Descovy,"43,127","7,932","$96,543,219",$63.09,35,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,4.0,61958190101.0,Genvoya,"23,029","3,219","$94,162,294",$108.90,38,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,5.0,49702023113.0,Triumeq,"24,891","3,439","$91,733,206",$102.63,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,6.0,50242092201.0,Hemlibra,992,129,"$88,254,649","$38,263.45",2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,7.0,59267100001.0,Pfizer-BioNTech COVID-19 Vacc,"1,813,749","1,073,992","$67,114,432",$122.78,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,8.0,63402030430.0,Latuda,"45,536","12,100","$66,781,329",$43.15,34,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,9.0,61958070101.0,Truvada,"27,232","8,253","$65,959,165",$59.38,41,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,10.0,59676080030.0,Symtuza,"15,405","2,106","$65,513,096",$132.25,32,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,11.0,63402030830.0,Latuda,"37,168","6,680","$59,543,882",$43.17,37,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,12.0,49702022813.0,Tivicay,"26,599","4,515","$58,457,404",$62.61,35,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,13.0,59148007280.0,Abilify Maintena,"24,306","3,788","$56,414,887","$2,318.66",1,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,14.0,12496120803.0,Suboxone,"134,815","21,581","$54,137,751",$8.90,45,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,15.0,63402030230.0,Latuda,"36,105","11,065","$53,771,672",$43.22,34,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,16.0,50242092301.0,Hemlibra,"1,080",138,"$50,541,609","$15,471.29",3,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,17.0,61958210101.0,Odefsey,"13,312","1,754","$48,734,174",$98.71,37,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,18.0,50458056301.0,Invega Sustenna,"23,218","4,999","$45,048,011","$1,933.54",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,19.0,63402030630.0,Latuda,"28,587","6,325","$41,733,681",$43.60,33,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,20.0,50458060901.0,Invega Trinza,"4,323","1,415","$37,664,684","$3,312.83",3,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,21.0,61958230101.0,Vemlidy,"23,513","3,155","$36,756,106",$40.07,39,EA,$0.00,$0.00,$0.00,100.0%
