TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 Payer,Median,2021,Brand,Medicare,2.0,469142590.0,Xospata,256,71,"$5,788,662",$282.70,80,EA,"$1,153.51",$7.60,"$1,341.79",15.5%
Top 25 Payer,Median,2021,Brand,Medicare,3.0,58468009003.0,Synvisc One,131,120,"$251,368",$231.46,8,ML,$935.94,$467.97,"$1,619.64",0.8%
Top 25 Payer,Median,2021,Brand,Medicare,4.0,59572050200.0,Pomalyst,333,88,"$6,381,963",$960.56,20,EA,$928.49,$1.85,"$1,049.25",19.3%
Top 25 Payer,Median,2021,Brand,Medicare,5.0,59572050400.0,Pomalyst,255,61,"$4,861,878",$947.92,20,EA,$914.89,$0.00,"$1,167.91",26.2%
Top 25 Payer,Median,2021,Brand,Medicare,6.0,76346007302.0,Korlym,255,57,"$9,029,513",$554.09,64,EA,$851.40,$0.00,"$1,702.80",35.1%
Top 25 Payer,Median,2021,Brand,Medicare,7.0,59572072012.0,Inrebic,473,72,"$8,957,948",$188.74,100,EA,$819.53,$7.90,"$1,208.07",15.3%
Top 25 Payer,Median,2021,Brand,Medicare,8.0,89130444401.0,Supartz FX,58,53,"$58,523",$94.77,11,ML,$818.22,$303.33,"$1,472.16",0.0%
Top 25 Payer,Median,2021,Brand,Medicare,9.0,59572050321.0,Pomalyst,"1,736",361,"$33,987,246",$953.47,21,EA,$753.06,$9.24,"$1,078.33",13.6%
Top 25 Payer,Median,2021,Brand,Medicare,10.0,59572041028.0,Revlimid,"7,035","1,115","$129,885,878",$835.10,22,EA,$727.39,$3.87,"$1,117.31",13.9%
Top 25 Payer,Median,2021,Brand,Medicare,11.0,57962028028.0,Imbruvica,"2,149",334,"$30,841,945",$505.90,28,EA,$696.86,$7.66,$908.45,15.6%
Top 25 Payer,Median,2021,Brand,Medicare,12.0,57962042028.0,Imbruvica,"11,902","1,563","$171,819,718",$509.06,28,EA,$696.85,$13.88,$931.10,6.2%
Top 25 Payer,Median,2021,Brand,Medicare,13.0,71558059028.0,Arikayce,739,164,"$9,202,236",$52.58,237,ML,$658.11,$30.00,"$1,124.27",9.1%
Top 25 Payer,Median,2021,Brand,Medicare,14.0,59572040528.0,Revlimid,"4,393",678,"$81,162,739",$833.81,22,EA,$652.89,$9.35,"$1,141.53",13.4%
Top 25 Payer,Median,2021,Brand,Medicare,15.0,89130202001.0,Durolane,97,88,"$120,647",$316.66,4,ML,$596.70,$298.35,"$1,153.68",1.1%
Top 25 Payer,Median,2021,Brand,Medicare,16.0,58468009001.0,Synvisc,83,75,"$172,133",$235.15,9,ML,$583.64,$467.97,$935.94,0.0%
Top 25 Payer,Median,2021,Brand,Medicare,17.0,50881001560.0,Jakafi,"1,423",239,"$20,484,850",$256.80,56,EA,$540.02,$12.00,$870.05,11.3%
Top 25 Payer,Median,2021,Brand,Medicare,18.0,63020008002.0,Ninlaro,210,124,"$2,353,586","$3,700.61",3,EA,$526.37,$10.87,"$1,319.17",12.1%
Top 25 Payer,Median,2021,Brand,Medicare,19.0,50881000560.0,Jakafi,"3,064",502,"$48,526,202",$254.47,62,EA,$524.45,$2.10,$947.98,14.7%
Top 25 Payer,Median,2021,Brand,Medicare,20.0,310051260.0,Calquence,"4,757",844,"$65,400,239",$239.29,57,EA,$495.92,$12.00,$939.08,8.4%
Top 25 Payer,Median,2021,Brand,Medicare,21.0,59676060012.0,Erleada,"5,283",860,"$69,305,853",$110.79,118,EA,$459.83,$2.52,$885.05,12.9%
Top 25 Payer,Median,2021,Brand,Medicare,22.0,70255001002.0,Mektovi,508,112,"$6,122,844",$72.21,167,EA,$445.88,$10.75,$679.62,17.0%
Top 25 Payer,Median,2021,Brand,Medicare,23.0,89130311101.0,Gelsyn-3,70,64,"$95,519",$164.12,8,ML,$441.09,$316.71,$633.42,1.6%
Top 25 Payer,Median,2021,Brand,Medicare,24.0,50881001060.0,Jakafi,"4,630",742,"$65,344,433",$256.15,55,EA,$413.26,$4.00,$938.79,12.1%
Top 25 Payer,Median,2021,Brand,Medicare,25.0,64842072709.0,Inqovi,571,153,"$4,465,339","$1,565.14",5,EA,$399.82,$3.73,$957.73,14.4%
Top 25 Payer,Median,2021,Generic,Commercial,1.0,93333406.0,Alyq,474,141,"$1,543,695",$58.12,56,EA,$187.50,$30.00,$250.00,2.8%
Top 25 Payer,Median,2021,Generic,Commercial,2.0,70710118003.0,Ambrisentan,525,97,"$4,203,503",$267.28,30,EA,$178.57,$30.00,$250.00,1.0%
Top 25 Payer,Median,2021,Generic,Commercial,3.0,55150030901.0,HYDROXYprogesterone Caproate,161,50,"$509,569",$797.45,4,ML,$150.00,$11.25,$287.50,0.0%
Top 25 Payer,Median,2021,Generic,Commercial,4.0,24338002610.0,Evekeo,266,64,"$136,292",$6.71,76,EA,$97.50,$57.50,$226.25,0.0%
Top 25 Payer,Median,2021,Generic,Commercial,5.0,24979014136.0,Hydroquinone,262,239,"$23,733",$3.13,29,GM,$93.37,$85.66,$93.37,0.0%
Top 25 Payer,Median,2021,Generic,Commercial,6.0,69367017401.0,Hydroquinone,705,613,"$58,549",$2.82,29,GM,$93.37,$85.66,$93.37,0.5%
Top 25 Payer,Median,2021,Generic,Commercial,7.0,42192015101.0,Hydroquinone,383,290,"$28,909",$2.59,29,GM,$85.66,$61.23,$93.37,0.3%
Top 25 Payer,Median,2021,Generic,Commercial,8.0,51991080990.0,L-Methylfolate,153,60,"$14,824",$2.24,43,EA,$70.45,$44.79,$81.28,1.7%
Top 25 Payer,Median,2021,Generic,Commercial,9.0,57844012001.0,Adderall,"1,293",299,"$679,988",$7.67,69,EA,$70.00,$25.23,$237.78,2.3%
Top 25 Payer,Median,2021,Generic,Commercial,10.0,47335089272.0,Temozolomide,112,60,"$86,859",$54.63,14,EA,$63.07,$10.00,$134.53,15.0%
Top 25 Payer,Median,2021,Generic,Commercial,11.0,51862029043.0,Triamcinolone Acetonide,89,63,"$54,948",$1.42,435,GM,$60.00,$12.50,$277.50,6.3%
Top 25 Payer,Median,2021,Generic,Commercial,12.0,57844013001.0,Adderall,641,131,"$271,246",$7.79,54,EA,$60.00,$25.00,$201.72,5.3%
Top 25 Payer,Median,2021,Generic,Commercial,13.0,51862069010.0,Tavaborole,234,80,"$200,871",$85.84,10,ML,$60.00,$15.00,$91.25,1.3%
Top 25 Payer,Median,2021,Generic,Commercial,14.0,70700027130.0,Deferasirox,332,50,"$3,073,131",$128.36,72,EA,$59.20,$11.56,$148.56,12.0%
Top 25 Payer,Median,2021,Generic,Commercial,15.0,60505432701.0,Abiraterone Acetate,448,73,"$1,351,387",$29.08,104,EA,$56.22,$35.00,$150.00,6.8%
Top 25 Payer,Median,2021,Generic,Commercial,16.0,57844011001.0,Adderall,"1,019",255,"$526,537",$7.72,67,EA,$55.00,$24.39,$235.42,0.8%
Top 25 Payer,Median,2021,Generic,Commercial,17.0,60505394703.0,Adefovir Dipivoxil,389,52,"$285,417",$19.70,37,EA,$53.50,$9.64,$126.70,0.0%
Top 25 Payer,Median,2021,Generic,Commercial,18.0,52187052710.0,Salicylic Acid Wart Remover,82,51,"$25,928",$12.28,26,ML,$51.12,$15.00,$255.48,2.0%
Top 25 Payer,Median,2021,Generic,Commercial,19.0,72143022130.0,Minocycline HCl ER,131,52,"$60,530",$15.40,30,EA,$50.00,$50.00,$234.75,0.0%
Top 25 Payer,Median,2021,Generic,Commercial,20.0,72143022230.0,Minocycline HCl ER,360,149,"$164,899",$15.23,30,EA,$50.00,$50.00,$100.00,2.0%
Top 25 Payer,Median,2021,Generic,Commercial,21.0,68308068550.0,Tazarotene,126,78,"$72,516",$10.74,54,GM,$50.00,$45.00,$93.75,5.1%
Top 25 Payer,Median,2021,Generic,Commercial,22.0,50265019830.0,Prena1 Pearl,"2,753",607,"$253,975",$2.96,31,EA,$50.00,$25.00,$80.00,2.6%
Top 25 Payer,Median,2021,Generic,Commercial,23.0,38779086905.0,Estradiol Micronized,456,82,"$32,255",$2.37,30,GM,$50.00,$42.63,$64.80,0.0%
Top 25 Payer,Median,2021,Generic,Commercial,24.0,38779004303.0,Progesterone Micronized,264,112,"$19,791",$2.34,32,GM,$50.00,$42.48,$56.00,2.7%
Top 25 Payer,Median,2021,Generic,Commercial,25.0,38779016305.0,Testosterone Micronized,409,93,"$25,628",$2.37,26,GM,$50.00,$38.75,$52.50,0.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,1.0,42858061001.0,Amphetamine-Dextroamphet ER,166,71,"$5,653",$1.09,31,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,2.0,60505392901.0,guanFACINE HCl ER,695,154,"$15,150",$0.69,32,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,3.0,406324301.0,HYDROmorphone HCl,712,406,"$10,617",$0.31,48,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,4.0,16714001930.0,Budesonide,164,81,"$17,975",$0.89,123,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,5.0,76204030003.0,Sodium Chloride,270,87,"$11,264",$0.08,509,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,6.0,65862001501.0,Amoxicillin,82,77,"$1,132",$0.72,19,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,7.0,72205002499.0,Atorvastatin Calcium,164,134,"$3,281",$0.39,52,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,8.0,16729043316.0,Ezetimibe,125,56,"$2,499",$0.39,52,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,9.0,68645045790.0,Enalapril Maleate,236,88,"$6,356",$0.31,88,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,10.0,51672404003.0,Enalapril Maleate,"1,146",432,"$29,175",$0.30,85,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,11.0,378104901.0,Doxepin HCl,157,73,"$3,490",$0.57,39,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,12.0,50111064802.0,FLUoxetine HCl,273,143,"$3,704",$0.18,75,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,13.0,13668021830.0,ARIPiprazole,"10,292","3,254","$182,777",$0.53,33,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,14.0,60505327703.0,OLANZapine,"1,714",432,"$84,594",$1.18,42,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,15.0,27241000450.0,risperiDONE,"14,078","2,841","$211,675",$0.32,47,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,16.0,70010049105.0,metFORMIN HCl ER,"1,961",934,"$30,249",$0.14,113,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,17.0,59762005601.0,medroxyPROGESTERone Acetate,822,590,"$13,219",$0.57,28,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,18.0,378180577.0,Levothyroxine Sodium,370,183,"$8,493",$0.48,47,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,19.0,527328046.0,Levothyroxine Sodium,145,72,"$3,076",$0.46,46,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,20.0,378180710.0,Levothyroxine Sodium,"1,955",664,"$45,509",$0.43,54,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,21.0,31722057310.0,Esomeprazole Magnesium,256,95,"$5,931",$0.47,50,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,22.0,72606050902.0,Famotidine,685,594,"$9,548",$0.24,59,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,23.0,31722071290.0,Pantoprazole Sodium,359,176,"$5,126",$0.30,47,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,24.0,51293081101.0,Phenazopyridine HCl,465,447,"$8,195",$2.01,9,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medi-Cal,25.0,80681017000.0,Vitamin D3,"1,280",405,"$16,604",$0.27,47,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Generic,Medicare,1.0,57894015512.0,Abiraterone Acetate,152,58,"$668,309",$38.90,113,EA,$313.70,$7.50,$739.16,12.1%
Top 25 Payer,Median,2021,Generic,Medicare,2.0,69238175406.0,Abiraterone Acetate,"1,182",278,"$9,746,703",$136.82,60,EA,$287.31,$0.54,$652.70,19.8%
Top 25 Payer,Median,2021,Generic,Medicare,3.0,64980041812.0,Abiraterone Acetate,912,235,"$3,805,795",$35.36,118,EA,$246.26,$62.00,$807.20,5.5%
Top 25 Payer,Median,2021,Generic,Medicare,4.0,527280332.0,Vardenafil HCl,229,125,"$44,806",$28.07,7,EA,$197.57,$10.00,$239.38,5.6%
Top 25 Payer,Median,2021,Generic,Medicare,5.0,378163191.0,Formoterol Fumarate,167,78,"$172,274",$7.23,143,ML,$168.54,$0.00,$842.57,41.0%
Top 25 Payer,Median,2021,Generic,Medicare,6.0,378692191.0,Abiraterone Acetate,"1,224",365,"$9,870,051",$134.87,60,EA,$136.76,$0.65,$484.60,20.5%
Top 25 Payer,Median,2021,Generic,Medicare,7.0,16714046801.0,Capecitabine,675,222,"$606,563",$12.39,73,EA,$132.94,$74.92,$261.32,11.7%
Top 25 Payer,Median,2021,Generic,Medicare,8.0,59651020508.0,Capecitabine,261,93,"$208,379",$10.33,77,EA,$122.64,$54.43,$186.77,15.1%
Top 25 Payer,Median,2021,Generic,Medicare,9.0,93406106.0,Formoterol Fumarate,147,62,"$125,608",$7.36,116,ML,$116.83,$0.00,$507.76,37.1%
Top 25 Payer,Median,2021,Generic,Medicare,10.0,72205000792.0,Capecitabine,477,156,"$425,033",$11.61,77,EA,$116.61,$41.12,$211.22,11.5%
Top 25 Payer,Median,2021,Generic,Medicare,11.0,67877045912.0,Capecitabine,223,70,"$170,938",$11.37,67,EA,$113.70,$45.67,$202.20,14.3%
Top 25 Payer,Median,2021,Generic,Medicare,12.0,64679002101.0,Abiraterone Acetate,259,122,"$612,723",$19.80,119,EA,$112.27,$5.00,$217.83,13.1%
Top 25 Payer,Median,2021,Generic,Medicare,13.0,16714096301.0,Abiraterone Acetate,448,132,"$991,806",$19.17,116,EA,$101.97,$3.70,$168.45,8.3%
Top 25 Payer,Median,2021,Generic,Medicare,14.0,781751787.0,Budesonide,93,51,"$56,976",$5.62,109,ML,$100.86,$44.02,$362.98,13.7%
Top 25 Payer,Median,2021,Generic,Medicare,15.0,713050312.0,Anucort-HC,399,285,"$62,352",$6.97,22,EA,$98.92,$33.86,$146.59,1.4%
Top 25 Payer,Median,2021,Generic,Medicare,16.0,45802047264.0,Hydrocort-Pramoxine (Perianal),351,195,"$52,635",$4.35,34,GM,$98.21,$7.00,$135.96,0.0%
Top 25 Payer,Median,2021,Generic,Medicare,17.0,69238116507.0,Abiraterone Acetate,"1,114",201,"$1,412,121",$10.75,118,EA,$97.09,$1.30,$183.37,8.0%
Top 25 Payer,Median,2021,Generic,Medicare,18.0,781620675.0,Bimatoprost,141,107,"$15,048",$20.59,5,ML,$95.62,$47.81,$95.62,0.0%
Top 25 Payer,Median,2021,Generic,Medicare,19.0,33342015407.0,Vardenafil HCl,202,82,"$41,808",$30.08,7,EA,$93.42,$6.25,$233.04,19.5%
Top 25 Payer,Median,2021,Generic,Medicare,20.0,713050324.0,Anucort-HC,975,715,"$157,313",$7.37,22,EA,$91.61,$17.86,$146.59,7.6%
Top 25 Payer,Median,2021,Generic,Medicare,21.0,62756023920.0,Capecitabine,198,74,"$139,234",$8.74,80,EA,$87.98,$35.40,$159.97,12.2%
Top 25 Payer,Median,2021,Generic,Medicare,22.0,378692078.0,Abiraterone Acetate,326,81,"$1,383,765",$36.01,118,EA,$85.60,$1.30,$533.23,12.3%
Top 25 Payer,Median,2021,Generic,Medicare,23.0,69367024324.0,Hydrocortisone Acetate,92,74,"$12,337",$5.46,25,EA,$79.29,$51.10,$134.92,5.4%
Top 25 Payer,Median,2021,Generic,Medicare,24.0,62332051105.0,Bimatoprost,128,94,"$14,496",$21.80,5,ML,$78.16,$32.50,$97.51,1.1%
Top 25 Payer,Median,2021,Generic,Medicare,25.0,44523061707.0,Urea,103,68,"$15,635",$0.69,220,GM,$77.57,$5.00,$175.74,10.3%
Top 25 Payer,Median,2021,All,Commercial,1.0,64406000602.0,Tecfidera,"1,160",252,"$9,548,129",$129.96,63,EA,$250.00,$48.75,"$1,899.66",2.0%
Top 25 Payer,Median,2021,All,Commercial,2.0,2814901.0,Humatrope,609,77,"$5,216,046","$3,239.78",3,EA,$250.00,$50.00,$319.90,1.3%
Top 25 Payer,Median,2021,All,Commercial,3.0,50242007601.0,Nutropin AQ NuSpin 20,"3,043",336,"$21,656,998","$1,225.22",6,ML,$250.00,$85.62,$293.53,3.6%
Top 25 Payer,Median,2021,All,Commercial,4.0,64406002003.0,Vumerity,"2,035",315,"$15,385,011",$60.96,124,EA,$250.00,$40.00,$293.48,4.1%
Top 25 Payer,Median,2021,All,Commercial,5.0,2144509.0,Taltz,281,188,"$4,142,101","$5,515.45",3,ML,$250.00,$50.00,$250.00,5.9%
Top 25 Payer,Median,2021,All,Commercial,6.0,2144527.0,Taltz,521,257,"$5,532,414","$5,571.41",2,ML,$250.00,$50.00,$250.00,10.5%
Top 25 Payer,Median,2021,All,Commercial,7.0,50242007401.0,Nutropin AQ NuSpin 10,"5,803",622,"$24,656,985",$610.22,7,ML,$237.14,$86.39,$271.43,2.4%
Top 25 Payer,Median,2021,All,Commercial,8.0,2772411.0,Taltz,810,117,"$5,325,667","$5,423.29",1,ML,$220.00,$45.00,$250.00,8.5%
Top 25 Payer,Median,2021,All,Commercial,9.0,44087000607.0,Serostim,667,69,"$11,557,071",$582.10,30,EA,$219.82,$113.64,$250.00,5.8%
Top 25 Payer,Median,2021,All,Commercial,10.0,299595030.0,Tri-Luma,163,134,"$35,371",$7.23,30,GM,$216.86,$214.43,$224.15,2.2%
Top 25 Payer,Median,2021,All,Commercial,11.0,187000402.0,Siliq,484,54,"$1,934,642","$1,292.35",3,ML,$206.87,$50.00,$267.66,0.0%
Top 25 Payer,Median,2021,All,Commercial,12.0,60842002201.0,Auvi-Q,444,191,"$2,708,444","$2,358.66",3,EA,$200.00,$50.00,$386.67,2.6%
Top 25 Payer,Median,2021,All,Commercial,13.0,61958180101.0,Harvoni,139,53,"$3,633,566",$939.39,28,EA,$200.00,$100.00,$300.00,3.8%
Top 25 Payer,Median,2021,All,Commercial,14.0,60842002101.0,Auvi-Q,"1,733",742,"$9,911,494","$2,319.56",2,EA,$200.00,$50.00,$295.00,2.8%
Top 25 Payer,Median,2021,All,Commercial,15.0,74262528.0,Mavyret,425,184,"$5,319,963",$150.33,83,EA,$200.00,$32.50,$250.00,3.3%
Top 25 Payer,Median,2021,All,Commercial,16.0,44087900506.0,Gonal-f RFF,190,76,"$269,227",$119.29,12,EA,$196.63,$20.00,$546.02,1.3%
Top 25 Payer,Median,2021,All,Commercial,17.0,66302046760.0,Adcirca,508,62,"$2,059,139",$68.64,59,EA,$194.98,$50.31,$323.95,3.2%
Top 25 Payer,Median,2021,All,Commercial,18.0,93333406.0,Alyq,474,141,"$1,543,695",$58.12,56,EA,$187.50,$30.00,$250.00,2.8%
Top 25 Payer,Median,2021,All,Commercial,19.0,70539000102.0,Tymlos,"3,379",595,"$6,969,573","$1,340.83",2,ML,$182.85,$20.71,$274.96,11.9%
Top 25 Payer,Median,2021,All,Commercial,20.0,23485745.0,Vaniqa,72,50,"$12,599",$3.91,45,GM,$181.04,$165.14,$184.78,6.0%
Top 25 Payer,Median,2021,All,Commercial,21.0,50967012630.0,Irospan 24/6,146,68,"$33,977",$6.12,38,EA,$179.77,$44.52,$184.99,1.5%
Top 25 Payer,Median,2021,All,Commercial,22.0,70710118003.0,Ambrisentan,525,97,"$4,203,503",$267.28,30,EA,$178.57,$30.00,$250.00,1.0%
Top 25 Payer,Median,2021,All,Commercial,23.0,49281091501.0,YF-VAX,65,65,"$11,068",$170.28,1,EA,$173.54,$173.54,$173.54,7.7%
Top 25 Payer,Median,2021,All,Commercial,24.0,10631012204.0,Ultravate,99,65,"$89,261",$14.88,61,ML,$160.00,$50.00,$250.00,3.1%
Top 25 Payer,Median,2021,All,Commercial,25.0,78064930.0,Gleevec,857,96,"$8,654,184",$322.86,31,EA,$153.13,$28.02,$426.35,6.3%
Top 25 Payer,Median,2021,All,Medi-Cal,1.0,13107001901.0,HYDROcodone-Acetaminophen,851,658,"$12,346",$0.55,26,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,2.0,65757030001.0,Vivitrol,"18,834","5,075","$26,553,681","$1,394.11",1,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,3.0,173069600.0,Advair Diskus,"5,150","1,950","$2,326,749",$6.51,69,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,4.0,536118399.0,Fluticasone Propionate,647,468,"$12,559",$1.89,10,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,5.0,42571025201.0,Clindamycin HCl,742,670,"$14,706",$0.68,29,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,6.0,42571017390.0,Atorvastatin Calcium,139,123,"$2,118",$0.24,63,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,7.0,55111022990.0,Pravastatin Sodium,139,70,"$2,228",$0.32,50,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,8.0,65862005199.0,Simvastatin,415,131,"$5,114",$0.17,72,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,9.0,228212750.0,cloNIDine HCl,"7,541","2,201","$94,155",$0.20,61,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,10.0,68180051701.0,Lisinopril,746,467,"$11,274",$0.23,67,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,11.0,31722082030.0,ARIPiprazole,"15,622","4,825","$274,611",$0.49,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,12.0,16729027801.0,ARIPiprazole,170,67,"$3,046",$0.46,39,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,13.0,70954027510.0,fluPHENAZine HCl,255,90,"$57,108",$3.45,65,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,14.0,50458056301.0,Invega Sustenna,"23,218","4,999","$45,048,011","$1,933.54",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,15.0,68001018008.0,QUEtiapine Fumarate,"2,148",731,"$30,429",$0.29,48,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,16.0,68001018306.0,QUEtiapine Fumarate,"1,049",303,"$19,832",$0.45,42,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,17.0,310621030.0,Farxiga,"2,436",871,"$1,945,986",$17.34,46,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,18.0,33342005510.0,Pioglitazone HCl,312,177,"$6,695",$0.34,62,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,19.0,54981729.0,predniSONE,159,110,"$2,321",$0.37,40,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,20.0,42192080101.0,Phenazopyridine HCl,231,202,"$3,888",$1.05,16,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,21.0,59467031801.0,Mitigare,191,72,"$74,465",$6.22,63,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,22.0,51672402701.0,Warfarin Sodium,568,186,"$10,878",$0.25,76,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,23.0,11112003052.0,Kate Farms Ped Peptide 1.0,274,63,"$221,089",$0.03,"26,979",ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,24.0,70461032103.0,Flucelvax Quadrivalent,"4,565","4,562","$171,069",$74.84,1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medi-Cal,25.0,781707787.0,metroNIDAZOLE,"1,488","1,362","$106,356",$1.01,71,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,All,Medicare,1.0,59676036001.0,OrthoVisc,90,82,"$177,659",$235.62,8,ML,"$1,614.09",$350.93,"$1,695.67",8.5%
Top 25 Payer,Median,2021,All,Medicare,2.0,71981002007.0,Oxervate,766,212,"$22,172,848","$1,785.40",16,ML,"$1,219.24",$2.00,"$1,783.17",15.1%
Top 25 Payer,Median,2021,All,Medicare,3.0,469142590.0,Xospata,256,71,"$5,788,662",$282.70,80,EA,"$1,153.51",$7.60,"$1,341.79",15.5%
Top 25 Payer,Median,2021,All,Medicare,4.0,57894006002.0,Stelara,120,59,"$2,785,558","$23,910.37",1,ML,"$1,152.73",$32.27,"$1,435.53",11.9%
Top 25 Payer,Median,2021,All,Medicare,5.0,66887000301.0,Xiaflex,431,287,"$3,884,405","$5,387.52",2,EA,"$1,120.05",$67.50,"$1,786.68",3.8%
Top 25 Payer,Median,2021,All,Medicare,6.0,58468009003.0,Synvisc One,131,120,"$251,368",$231.46,8,ML,$935.94,$467.97,"$1,619.64",0.8%
Top 25 Payer,Median,2021,All,Medicare,7.0,59572050200.0,Pomalyst,333,88,"$6,381,963",$960.56,20,EA,$928.49,$1.85,"$1,049.25",19.3%
Top 25 Payer,Median,2021,All,Medicare,8.0,59572050400.0,Pomalyst,255,61,"$4,861,878",$947.92,20,EA,$914.89,$0.00,"$1,167.91",26.2%
Top 25 Payer,Median,2021,All,Medicare,9.0,76346007302.0,Korlym,255,57,"$9,029,513",$554.09,64,EA,$851.40,$0.00,"$1,702.80",35.1%
Top 25 Payer,Median,2021,All,Medicare,10.0,59572072012.0,Inrebic,473,72,"$8,957,948",$188.74,100,EA,$819.53,$7.90,"$1,208.07",15.3%
Top 25 Payer,Median,2021,All,Medicare,11.0,89130444401.0,Supartz FX,58,53,"$58,523",$94.77,11,ML,$818.22,$303.33,"$1,472.16",0.0%
Top 25 Payer,Median,2021,All,Medicare,12.0,59572050321.0,Pomalyst,"1,736",361,"$33,987,246",$953.47,21,EA,$753.06,$9.24,"$1,078.33",13.6%
