TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,9.0,69029310.0,Nivestym,316,102,"$500,116",$138.11,11,ML,$8.75,$0.00,$23.75,44.1%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,10.0,69130904.0,Retacrit,"1,883",486,"$2,477,039",$448.74,3,ML,$4.00,$0.00,$100.00,36.8%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,11.0,63459010310.0,Truxima,445,138,"$3,391,422",$87.30,87,ML,$1.35,$0.00,$376.42,29.7%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,12.0,61314031801.0,Zarxio,"2,765","1,277","$4,590,676",$499.69,3,ML,$1.35,$0.00,$100.00,42.8%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,13.0,69131110.0,Retacrit,"2,984",975,"$1,809,312",$225.66,3,ML,$1.35,$0.00,$80.22,39.6%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,14.0,69130810.0,Retacrit,"8,300","2,406","$3,298,493",$113.66,3,ML,$1.35,$0.00,$51.38,39.9%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,15.0,69131810.0,Retacrit,358,162,"$172,032",$112.59,4,ML,$1.35,$0.00,$50.00,43.2%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,16.0,61314032601.0,Zarxio,"1,970",924,"$5,432,306",$498.50,6,ML,$0.75,$0.00,$50.00,48.2%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,17.0,69030801.0,Trazimera,216,59,"$917,508","$1,263.78",3,EA,$0.00,$0.00,$239.88,52.5%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,18.0,70114010101.0,Udenyca,711,221,"$3,358,771","$6,717.54",1,ML,$0.00,$0.00,$110.00,57.5%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,19.0,55513020601.0,Mvasi,359,87,"$1,773,110",$179.61,27,ML,$0.00,$0.00,$2.68,59.8%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,20.0,78206016201.0,Renflexis,574,127,"$2,214,586",$758.42,5,EA,$0.00,$0.00,$2.30,66.9%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,21.0,69130510.0,Retacrit,284,81,"$37,547",$23.55,6,ML,$0.00,$0.00,$1.35,71.6%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,22.0,69080901.0,Inflectra,"1,762",386,"$9,301,755",$921.42,6,EA,$0.00,$0.00,$1.29,69.7%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,23.0,49502025175.0,Semglee (yfgn),"11,245","4,012","$4,569,979",$23.94,17,ML,$0.00,$0.00,$0.31,62.9%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,24.0,55513013201.0,Kanjinti,271,50,"$1,516,726","$3,899.04",1,EA,$0.00,$0.00,$0.00,80.0%
Top 25 List Overall,Median,2022,Biosimilar,All Payers ,25.0,49502039380.0,Insulin Glargine-yfgn,"8,464","3,660","$1,234,843",$10.30,14,ML,$0.00,$0.00,$0.00,88.7%
Top 25 List Overall,Median,2022,Brand,All Payers ,1.0,72482010012.0,Vonjo,252,72,"$4,807,075",$177.25,108,EA,$743.55,$5.28,"$1,131.58",22.2%
Top 25 List Overall,Median,2022,Brand,All Payers ,2.0,89130311101.0,Gelsyn-3,212,191,"$264,174",$152.70,8,ML,$326.21,$50.00,$652.42,3.7%
Top 25 List Overall,Median,2022,Brand,All Payers ,3.0,89130444401.0,Supartz FX,100,91,"$104,458",$81.80,13,ML,$246.11,$50.00,$913.13,7.7%
Top 25 List Overall,Median,2022,Brand,All Payers ,4.0,59572072012.0,Inrebic,640,98,"$12,795,720",$196.11,102,EA,$239.58,$6.21,"$1,221.16",18.4%
Top 25 List Overall,Median,2022,Brand,All Payers ,5.0,89130202001.0,Durolane,425,391,"$525,079",$309.23,4,ML,$235.00,$22.76,$369.05,3.3%
Top 25 List Overall,Median,2022,Brand,All Payers ,6.0,71558059028.0,Arikayce,"1,351",265,"$18,402,844",$57.45,237,ML,$231.80,$11.05,$969.07,12.8%
Top 25 List Overall,Median,2022,Brand,All Payers ,7.0,57962001428.0,Imbruvica,908,148,"$16,097,449",$536.94,33,EA,$205.85,$0.49,$976.85,20.3%
Top 25 List Overall,Median,2022,Brand,All Payers ,8.0,64842072709.0,Inqovi,839,199,"$6,620,877","$1,582.43",5,EA,$204.49,$2.84,$781.83,14.1%
Top 25 List Overall,Median,2022,Brand,All Payers ,9.0,23485745.0,Vaniqa,269,170,"$51,663",$4.07,47,GM,$185.08,$175.05,$197.94,1.2%
Top 25 List Overall,Median,2022,Brand,All Payers ,10.0,74057630.0,Venclexta,114,83,"$717,661",$118.66,53,EA,$172.31,$0.00,$351.79,28.9%
Top 25 List Overall,Median,2022,Brand,All Payers ,11.0,310051260.0,Calquence,"8,919","1,469","$123,450,253",$241.59,57,EA,$150.00,$11.11,$879.42,10.3%
Top 25 List Overall,Median,2022,Brand,All Payers ,12.0,50242012206.0,Esbriet,"1,611",438,"$14,953,859",$39.84,233,EA,$148.00,$4.46,$857.09,12.1%
Top 25 List Overall,Median,2022,Brand,All Payers ,13.0,74057928.0,Venclexta Starting Pack,383,343,"$1,143,683",$70.67,42,EA,$147.45,$10.00,$794.32,17.5%
Top 25 List Overall,Median,2022,Brand,All Payers ,14.0,57962042028.0,Imbruvica,"13,000","1,516","$200,451,660",$540.62,29,EA,$143.93,$5.00,$949.90,15.2%
Top 25 List Overall,Median,2022,Brand,All Payers ,15.0,73499000101.0,Wynzora,335,200,"$387,113",$19.26,60,GM,$140.00,$50.00,$250.00,3.0%
Top 25 List Overall,Median,2022,Brand,All Payers ,16.0,69197540.0,Vyndaqel,612,69,"$13,821,749",$171.06,132,EA,$133.43,$11.00,"$1,175.42",5.8%
Top 25 List Overall,Median,2022,Brand,All Payers ,17.0,50881001560.0,Jakafi,"2,459",387,"$38,052,305",$275.12,56,EA,$129.48,$0.90,$898.66,21.7%
Top 25 List Overall,Median,2022,Brand,All Payers ,18.0,58468022001.0,Cerdelga,718,68,"$19,325,555",$507.90,53,EA,$105.01,$0.00,$251.73,26.5%
Top 25 List Overall,Median,2022,Brand,All Payers ,19.0,74057622.0,Venclexta,"8,994","2,046","$87,952,768",$115.22,85,EA,$100.00,$2.00,$695.05,20.8%
Top 25 List Overall,Median,2022,Brand,All Payers ,20.0,68546032512.0,Copaxone,"8,509","1,014","$52,780,798",$469.93,13,ML,$100.00,$1.00,$382.85,16.4%
Top 25 List Overall,Median,2022,Brand,All Payers ,21.0,9518201.0,Caverject Impulse,189,65,"$90,439",$97.25,5,EA,$100.00,$35.00,$223.49,1.5%
Top 25 List Overall,Median,2022,Brand,All Payers ,22.0,37814006.0,Muse,138,72,"$68,840",$80.14,6,EA,$100.00,$25.00,$217.80,2.8%
Top 25 List Overall,Median,2022,Brand,All Payers ,23.0,52244002002.0,Edex,293,139,"$230,422",$188.10,4,EA,$100.00,$27.50,$100.00,4.3%
Top 25 List Overall,Median,2022,Brand,All Payers ,24.0,59572040528.0,Revlimid,"5,130",858,"$99,359,906",$863.23,22,EA,$97.29,$0.38,"$1,110.72",22.0%
Top 25 List Overall,Median,2022,Brand,All Payers ,25.0,68727015001.0,Xywav,"2,927",385,"$42,044,373",$31.81,452,ML,$90.91,$9.85,$250.00,20.5%
Top 25 List Overall,Median,2022,Generic,All Payers ,1.0,72606057301.0,Abiraterone Acetate,964,221,"$6,226,509",$105.78,61,EA,$469.13,$1.35,"$1,125.81",18.1%
Top 25 List Overall,Median,2022,Generic,All Payers ,2.0,64980041812.0,Abiraterone Acetate,329,147,"$1,365,933",$34.17,122,EA,$165.41,$1.35,$597.29,17.7%
Top 25 List Overall,Median,2022,Generic,All Payers ,3.0,50383091203.0,Bimatoprost,80,60,"$8,604",$33.74,3,ML,$127.08,$48.97,$141.54,0.0%
Top 25 List Overall,Median,2022,Generic,All Payers ,4.0,16714046801.0,Capecitabine,"1,729",499,"$1,563,785",$11.84,76,EA,$120.29,$10.21,$249.50,19.2%
Top 25 List Overall,Median,2022,Generic,All Payers ,5.0,68001048807.0,Capecitabine,"1,103",235,"$1,124,761",$13.63,75,EA,$105.52,$28.74,$234.76,13.2%
Top 25 List Overall,Median,2022,Generic,All Payers ,6.0,781808532.0,Pirfenidone,686,225,"$4,192,226",$25.40,241,EA,$100.00,$0.00,$342.55,27.6%
Top 25 List Overall,Median,2022,Generic,All Payers ,7.0,68001048907.0,Abiraterone Acetate,925,226,"$2,980,556",$28.11,115,EA,$100.00,$1.35,$326.25,12.8%
Top 25 List Overall,Median,2022,Generic,All Payers ,8.0,64679002101.0,Abiraterone Acetate,437,210,"$1,098,930",$21.47,117,EA,$80.40,$1.35,$316.66,20.5%
Top 25 List Overall,Median,2022,Generic,All Payers ,9.0,781620693.0,Bimatoprost,125,72,"$11,306",$28.99,3,ML,$77.48,$10.00,$124.95,8.3%
Top 25 List Overall,Median,2022,Generic,All Payers ,10.0,51991080990.0,L-Methylfolate,188,59,"$18,867",$2.36,42,EA,$70.45,$53.83,$76.72,5.1%
Top 25 List Overall,Median,2022,Generic,All Payers ,11.0,68001049104.0,Imatinib Mesylate,504,92,"$1,755,965",$105.97,33,EA,$63.11,$0.68,$295.91,10.9%
Top 25 List Overall,Median,2022,Generic,All Payers ,12.0,62332051103.0,Bimatoprost,705,304,"$45,869",$21.28,3,ML,$60.51,$59.89,$60.51,0.0%
Top 25 List Overall,Median,2022,Generic,All Payers ,13.0,60505432701.0,Abiraterone Acetate,"1,301",257,"$3,683,158",$25.10,113,EA,$58.74,$1.22,$240.00,18.3%
Top 25 List Overall,Median,2022,Generic,All Payers ,14.0,76439035890.0,L-methylfolate Calcium,153,50,"$11,837",$2.07,37,EA,$57.93,$11.75,$72.16,24.0%
Top 25 List Overall,Median,2022,Generic,All Payers ,15.0,52187053201.0,Hydrocortisone-Iodoquinol,168,96,"$13,786",$2.43,34,GM,$57.33,$10.00,$67.99,3.1%
Top 25 List Overall,Median,2022,Generic,All Payers ,16.0,62332051105.0,Bimatoprost,289,185,"$30,967",$20.44,5,ML,$56.64,$32.50,$97.51,2.7%
Top 25 List Overall,Median,2022,Generic,All Payers ,17.0,38779086905.0,Estradiol Micronized,476,91,"$35,072",$2.53,29,GM,$50.50,$43.55,$62.25,0.0%
Top 25 List Overall,Median,2022,Generic,All Payers ,18.0,72143022330.0,Minocycline HCl ER,126,50,"$63,586",$15.82,32,EA,$50.00,$0.00,$83.75,34.0%
Top 25 List Overall,Median,2022,Generic,All Payers ,19.0,50265019830.0,Prena1 Pearl,"1,059",259,"$100,755",$2.98,32,EA,$50.00,$15.00,$80.00,3.5%
Top 25 List Overall,Median,2022,Generic,All Payers ,20.0,72143022130.0,Minocycline HCl ER,135,56,"$69,782",$15.69,33,EA,$50.00,$0.00,$73.98,33.9%
Top 25 List Overall,Median,2022,Generic,All Payers ,21.0,72143022230.0,Minocycline HCl ER,278,134,"$133,886",$15.67,31,EA,$50.00,$0.00,$70.00,33.6%
Top 25 List Overall,Median,2022,Generic,All Payers ,22.0,66993019395.0,Ketorolac Tromethamine,153,64,"$285,519",$359.14,5,EA,$50.00,$0.00,$65.00,29.7%
Top 25 List Overall,Median,2022,Generic,All Payers ,23.0,38779016305.0,Testosterone Micronized,111,67,"$7,219",$2.45,27,GM,$50.00,$40.75,$63.43,0.0%
Top 25 List Overall,Median,2022,Generic,All Payers ,24.0,70710138909.0,Droxidopa,701,165,"$946,488",$10.68,126,EA,$47.49,$3.61,$165.52,15.2%
Top 25 List Overall,Median,2022,Generic,All Payers ,25.0,38779016308.0,Testosterone Micronized,255,104,"$14,221",$2.23,25,GM,$47.22,$38.75,$52.00,1.0%
Top 25 List Overall,Median,2022,All,All Payers ,1.0,72482010012.0,Vonjo,252,72,"$4,807,075",$177.25,108,EA,$743.55,$5.28,"$1,131.58",22.2%
Top 25 List Overall,Median,2022,All,All Payers ,2.0,72606057301.0,Abiraterone Acetate,964,221,"$6,226,509",$105.78,61,EA,$469.13,$1.35,"$1,125.81",18.1%
Top 25 List Overall,Median,2022,All,All Payers ,3.0,89130311101.0,Gelsyn-3,212,191,"$264,174",$152.70,8,ML,$326.21,$50.00,$652.42,3.7%
Top 25 List Overall,Median,2022,All,All Payers ,4.0,73536050001.0,Besremi,352,55,"$4,592,710","$7,105.06",2,ML,$250.00,$22.50,$760.53,9.1%
Top 25 List Overall,Median,2022,All,All Payers ,5.0,89130444401.0,Supartz FX,100,91,"$104,458",$81.80,13,ML,$246.11,$50.00,$913.13,7.7%
Top 25 List Overall,Median,2022,All,All Payers ,6.0,59572072012.0,Inrebic,640,98,"$12,795,720",$196.11,102,EA,$239.58,$6.21,"$1,221.16",18.4%
Top 25 List Overall,Median,2022,All,All Payers ,7.0,89130202001.0,Durolane,425,391,"$525,079",$309.23,4,ML,$235.00,$22.76,$369.05,3.3%
Top 25 List Overall,Median,2022,All,All Payers ,8.0,71558059028.0,Arikayce,"1,351",265,"$18,402,844",$57.45,237,ML,$231.80,$11.05,$969.07,12.8%
Top 25 List Overall,Median,2022,All,All Payers ,9.0,55513003201.0,Aranesp (Albumin Free),236,56,"$1,284,191","$4,000.59",1,ML,$206.29,$16.48,$419.31,14.3%
Top 25 List Overall,Median,2022,All,All Payers ,10.0,57962001428.0,Imbruvica,908,148,"$16,097,449",$536.94,33,EA,$205.85,$0.49,$976.85,20.3%
Top 25 List Overall,Median,2022,All,All Payers ,11.0,64842072709.0,Inqovi,839,199,"$6,620,877","$1,582.43",5,EA,$204.49,$2.84,$781.83,14.1%
Top 25 List Overall,Median,2022,All,All Payers ,12.0,23485745.0,Vaniqa,269,170,"$51,663",$4.07,47,GM,$185.08,$175.05,$197.94,1.2%
Top 25 List Overall,Median,2022,All,All Payers ,13.0,74057630.0,Venclexta,114,83,"$717,661",$118.66,53,EA,$172.31,$0.00,$351.79,28.9%
Top 25 List Overall,Median,2022,All,All Payers ,14.0,64980041812.0,Abiraterone Acetate,329,147,"$1,365,933",$34.17,122,EA,$165.41,$1.35,$597.29,17.7%
Top 25 List Overall,Median,2022,All,All Payers ,15.0,310051260.0,Calquence,"8,919","1,469","$123,450,253",$241.59,57,EA,$150.00,$11.11,$879.42,10.3%
Top 25 List Overall,Median,2022,All,All Payers ,16.0,50242007601.0,Nutropin AQ NuSpin 20,"3,736",465,"$27,953,127","$1,236.15",6,ML,$150.00,$0.00,$250.77,29.7%
Top 25 List Overall,Median,2022,All,All Payers ,17.0,50242012206.0,Esbriet,"1,611",438,"$14,953,859",$39.84,233,EA,$148.00,$4.46,$857.09,12.1%
Top 25 List Overall,Median,2022,All,All Payers ,18.0,74057928.0,Venclexta Starting Pack,383,343,"$1,143,683",$70.67,42,EA,$147.45,$10.00,$794.32,17.5%
Top 25 List Overall,Median,2022,All,All Payers ,19.0,57962042028.0,Imbruvica,"13,000","1,516","$200,451,660",$540.62,29,EA,$143.93,$5.00,$949.90,15.2%
Top 25 List Overall,Median,2022,All,All Payers ,20.0,73499000101.0,Wynzora,335,200,"$387,113",$19.26,60,GM,$140.00,$50.00,$250.00,3.0%
Top 25 List Overall,Median,2022,All,All Payers ,21.0,67871011104.0,Sucraid,756,179,"$8,180,923",$34.46,314,ML,$138.21,$20.00,$250.85,17.3%
Top 25 List Overall,Median,2022,All,All Payers ,22.0,69197540.0,Vyndaqel,612,69,"$13,821,749",$171.06,132,EA,$133.43,$11.00,"$1,175.42",5.8%
Top 25 List Overall,Median,2022,All,All Payers ,23.0,50881001560.0,Jakafi,"2,459",387,"$38,052,305",$275.12,56,EA,$129.48,$0.90,$898.66,21.7%
Top 25 List Overall,Median,2022,All,All Payers ,24.0,50383091203.0,Bimatoprost,80,60,"$8,604",$33.74,3,ML,$127.08,$48.97,$141.54,0.0%
Top 25 List Overall,Median,2022,All,All Payers ,25.0,16714046801.0,Capecitabine,"1,729",499,"$1,563,785",$11.84,76,EA,$120.29,$10.21,$249.50,19.2%
