TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,8.0,24591401.0,Dupixent,"59,776","7,653","$206,369,349",$818.59,4,ML,$68.88,$20.00,$250.00,6.8%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,9.0,2143380.0,Trulicity,"179,901","43,200","$205,595,570",$443.74,3,ML,$16.67,$1.71,$46.48,14.6%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,10.0,24591502.0,Dupixent,"52,771","8,542","$183,559,732",$805.54,4,ML,$50.00,$16.67,$250.00,9.2%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,11.0,74210001.0,Skyrizi Pen,"8,417","2,735","$156,039,321","$18,062.20",1,ML,$50.00,$5.00,$194.44,15.6%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,12.0,57894064011.0,Tremfya,"12,249","2,954","$144,167,990","$10,825.86",1,ML,$50.00,$15.00,$165.99,9.9%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,13.0,58406002104.0,Enbrel,"23,232","3,122","$140,003,779","$1,398.81",4,ML,$30.00,$10.00,$193.24,6.6%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,14.0,32301613.0,Creon,"74,030","17,270","$134,638,627",$11.54,158,EA,$4.00,$0.86,$30.00,18.7%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,15.0,2879959.0,HumaLOG KwikPen,"176,293","54,062","$116,312,471",$23.16,28,ML,$20.00,$3.00,$35.00,12.3%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,16.0,169633910.0,NovoLOG FlexPen,"150,072","41,998","$112,988,850",$36.83,20,ML,$2.00,$0.33,$20.00,23.3%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,17.0,2223680.0,Trulicity,"92,690","21,850","$112,563,198",$439.88,3,ML,$16.67,$1.33,$43.67,17.3%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,18.0,2751001.0,HumaLOG,"162,490","43,215","$108,773,944",$14.60,46,ML,$20.00,$6.67,$35.00,8.3%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,19.0,58160082311.0,Shingrix,"574,936","415,554","$107,404,760",$186.42,1,EA,$4.00,$0.00,$41.38,43.3%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,20.0,2144511.0,Taltz,"16,420","2,316","$106,425,892","$5,999.54",1,ML,$83.00,$10.00,$250.00,12.4%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,21.0,55513071001.0,Prolia,"68,575","43,204","$103,079,891","$1,497.11",1,ML,$0.67,$0.67,$25.00,16.8%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,22.0,72511076002.0,Repatha SureClick,"144,395","23,229","$102,474,495",$258.68,3,ML,$42.00,$13.33,$85.88,6.2%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,23.0,74379902.0,Humira (2 Syringe),"16,507","2,302","$100,110,731","$2,462.09",2,EA,$25.00,$10.00,$150.00,6.9%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,24.0,88222033.0,Lantus,"203,191","55,659","$99,459,114",$18.03,27,ML,$18.08,$3.28,$35.00,11.9%
Top 25 W/O Medi-Cal,Cost,2022,Biologic,All Payers W/O Medi-Cal,25.0,74024302.0,Humira (2 Syringe),"11,726","1,667","$82,144,840","$2,860.00",2,EA,$49.90,$10.00,$250.00,10.0%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,1.0,61314032610.0,Zarxio,"5,650","2,044","$8,989,137",$278.47,6,ML,$20.00,$10.00,$50.00,13.1%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,2.0,61314031810.0,Zarxio,"7,633","2,785","$8,412,472",$306.54,4,ML,$25.00,$10.00,$72.64,12.8%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,3.0,69029110.0,Nivestym,"6,097","2,150","$4,997,221",$222.55,4,ML,$20.00,$5.00,$64.52,20.2%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,4.0,69029210.0,Nivestym,"4,163","1,495","$4,391,177",$183.56,6,ML,$20.00,$5.00,$59.81,19.5%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,5.0,67457083306.0,Fulphila,"1,184",359,"$3,429,781","$4,013.32",1,ML,$20.00,$0.68,$81.02,15.6%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,6.0,61314032601.0,Zarxio,"1,352",651,"$3,342,887",$470.62,5,ML,$20.00,$0.00,$150.00,26.4%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,7.0,69080901.0,Inflectra,634,145,"$3,237,070",$874.65,6,EA,$20.00,$0.31,$189.01,19.9%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,8.0,61314031801.0,Zarxio,"1,916",919,"$2,758,361",$470.23,3,ML,$26.70,$1.35,$196.05,20.5%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,9.0,63459010310.0,Truxima,351,109,"$2,622,437",$88.09,85,ML,$164.68,$0.45,$524.43,11.0%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,10.0,61314086601.0,Ziextenzo,603,180,"$2,555,512","$5,823.87",1,ML,$50.00,$1.28,$158.13,21.1%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,11.0,69130810.0,Retacrit,"6,218","1,834","$2,390,109",$113.80,3,ML,$20.00,$0.46,$85.40,21.1%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,12.0,49502025175.0,Semglee (yfgn),"6,125","1,907","$2,323,551",$21.76,17,ML,$0.33,$0.02,$20.00,22.0%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,13.0,55513020701.0,Mvasi,304,58,"$2,150,890",$186.26,38,ML,$0.21,$0.00,$264.78,41.4%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,14.0,69130904.0,Retacrit,"1,515",378,"$1,989,587",$449.62,3,ML,$50.00,$1.09,$145.87,18.8%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,15.0,69031501.0,Zirabev,361,87,"$1,943,376",$162.49,33,ML,$50.00,$0.37,$470.39,21.8%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,16.0,49502039475.0,Insulin Glargine-yfgn,"17,434","5,571","$1,748,834",$10.04,10,ML,$0.02,$0.00,$3.78,48.6%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,17.0,63459010450.0,Truxima,187,69,"$1,628,866",$86.41,101,ML,$1.35,$0.00,$352.75,33.3%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,18.0,70114010101.0,Udenyca,350,115,"$1,500,627","$6,423.92",1,ML,$100.00,$0.68,$250.00,18.3%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,19.0,69131110.0,Retacrit,"2,274",745,"$1,365,878",$225.91,3,ML,$20.00,$0.68,$100.00,20.9%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,20.0,69023801.0,Ruxience,197,74,"$1,363,568",$74.80,93,ML,$267.98,$1.35,$604.22,13.5%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,21.0,78206016201.0,Renflexis,222,51,"$927,812",$761.75,5,EA,$30.00,$0.35,$67.50,17.6%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,22.0,69029201.0,Nivestym,729,433,"$662,421",$183.82,5,ML,$20.00,$1.35,$48.09,23.1%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,23.0,69029101.0,Nivestym,743,391,"$614,692",$259.75,3,ML,$20.00,$1.35,$37.23,21.5%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,24.0,49502039380.0,Insulin Glargine-yfgn,"2,667","1,211","$332,249",$10.36,12,ML,$0.00,$0.00,$1.35,65.7%
Top 25 W/O Medi-Cal,Cost,2022,Biosimilar,All Payers W/O Medi-Cal,25.0,69029310.0,Nivestym,195,68,"$299,380",$110.43,14,ML,$20.00,$9.38,$32.04,16.2%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,1.0,3089421.0,Eliquis,"1,089,626","236,044","$930,845,740",$9.01,95,EA,$32.50,$4.00,$75.08,8.3%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,2.0,61958250101.0,Biktarvy,"159,972","23,598","$755,650,106",$112.30,42,EA,$20.00,$6.67,$50.00,8.4%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,3.0,597015330.0,Jardiance,"431,187","107,492","$388,433,136",$18.32,49,EA,$20.00,$1.33,$40.00,8.6%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,4.0,310135030.0,Tagrisso,"19,177","2,583","$317,295,453",$537.50,31,EA,$29.93,$1.23,$200.00,12.9%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,5.0,3089321.0,Eliquis,"399,651","85,931","$309,372,136",$9.07,85,EA,$25.94,$2.40,$66.82,12.2%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,6.0,6027731.0,Januvia,"329,254","75,957","$301,564,121",$17.43,53,EA,$10.00,$1.33,$37.50,8.7%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,7.0,169413212.0,Ozempic (0.25 or 0.5 MG/DOSE),"254,023","73,957","$284,415,150",$564.38,2,ML,$25.00,$4.00,$47.00,10.7%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,8.0,597015230.0,Jardiance,"305,962","82,317","$276,181,954",$19.05,47,EA,$16.67,$1.33,$42.00,10.7%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,9.0,55513013760.0,Otezla,"64,533","10,636","$266,213,694",$66.11,62,EA,$35.00,$18.18,$250.00,6.2%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,10.0,50458057930.0,Xarelto,"294,381","70,356","$264,246,604",$17.16,52,EA,$30.00,$4.00,$76.38,7.0%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,11.0,169413013.0,Ozempic (1 MG/DOSE),"220,528","48,501","$260,501,038",$285.27,4,ML,$23.57,$4.00,$47.00,12.0%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,12.0,61958200201.0,Descovy,"109,839","17,053","$257,439,781",$65.33,36,EA,$11.37,$0.00,$50.00,37.8%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,13.0,310621030.0,Farxiga,"277,271","61,995","$240,840,929",$18.21,48,EA,$18.67,$1.33,$47.00,10.9%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,14.0,469012599.0,Xtandi,"17,269","2,605","$210,066,146",$105.62,115,EA,$39.15,$2.00,$637.26,10.4%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,15.0,61958190101.0,Genvoya,"38,400","6,199","$203,917,675",$110.02,48,EA,$20.45,$10.00,$47.78,5.3%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,16.0,23916360.0,Restasis,"217,634","69,666","$199,747,266",$10.90,84,EA,$4.87,$1.33,$40.00,12.0%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,17.0,597015390.0,Jardiance,"235,202","87,653","$199,458,834",$13.75,62,EA,$19.44,$6.67,$31.33,5.2%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,18.0,49702023113.0,Triumeq,"44,163","6,288","$197,709,021",$107.09,42,EA,$20.00,$3.33,$47.00,8.9%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,19.0,57962042028.0,Imbruvica,"12,019","1,399","$185,088,151",$541.24,28,EA,$250.00,$17.84,$968.51,8.1%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,20.0,65649030302.0,Xifaxan,"63,284","24,177","$166,789,127",$48.65,54,EA,$30.00,$5.00,$85.00,10.8%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,21.0,59572041028.0,Revlimid,"8,394","1,414","$165,684,324",$859.74,23,EA,$152.47,$5.60,"$1,117.57",14.9%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,22.0,52937000120.0,Vascepa,"331,262","64,421","$150,954,859",$3.09,148,EA,$1.35,$0.45,$5.92,19.4%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,23.0,69068803.0,Ibrance,"10,807","1,852","$148,679,462",$637.18,22,EA,$30.00,$5.00,$200.00,11.0%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,24.0,597014030.0,Tradjenta,"177,478","37,845","$146,688,965",$17.37,48,EA,$2.55,$1.00,$28.20,14.6%
Top 25 W/O Medi-Cal,Cost,2022,Brand,All Payers W/O Medi-Cal,25.0,59572041000.0,Revlimid,"8,218","1,638","$145,652,592",$848.98,21,EA,$35.00,$9.87,$630.29,11.7%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,1.0,378932132.0,Wixela Inhub,"241,265","89,941","$48,716,933",$1.83,110,EA,$6.67,$3.33,$15.00,6.4%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,2.0,378932232.0,Wixela Inhub,"147,773","50,117","$36,803,674",$2.10,118,EA,$5.00,$3.33,$10.00,4.9%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,3.0,27241003203.0,Omeprazole-Sodium Bicarbonate,"12,189","2,193","$27,250,321",$59.39,38,EA,$0.15,$0.00,$0.68,41.7%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,4.0,66993001968.0,Albuterol Sulfate HFA,"535,344","238,476","$26,439,867",$2.37,21,GM,$5.00,$1.35,$15.00,12.6%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,5.0,65862035430.0,Emtricitabine-Tenofovir DF,"32,327","8,138","$26,379,104",$21.02,39,EA,$0.00,$0.00,$0.00,85.8%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,6.0,72205003092.0,Abiraterone Acetate,"10,353","2,228","$26,309,959",$22.47,113,EA,$12.00,$3.95,$153.04,11.7%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,7.0,378193701.0,Lenalidomide,"1,961",655,"$24,814,507",$612.21,21,EA,$10.00,$5.00,$11.20,11.9%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,8.0,781729685.0,Albuterol Sulfate HFA,"1,315,481","772,795","$23,806,208",$2.37,8,GM,$10.00,$5.00,$10.00,2.9%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,9.0,480124328.0,Lenalidomide,"1,651",504,"$22,659,759",$618.87,22,EA,$11.20,$4.96,$228.75,18.8%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,10.0,80777027399.0,Moderna COVID-19 Vaccine,"573,066","546,594","$22,422,145",$120.90,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,11.0,59267030402.0,Pfizer COVID-19 Vac Bivalent,"530,343","524,595","$20,904,515",$111.17,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,12.0,24979070406.0,Dexlansoprazole,"59,260","18,355","$20,730,489",$7.72,45,EA,$1.35,$0.00,$20.00,29.0%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,13.0,68382071119.0,Mesalamine,"33,232","7,800","$18,342,740",$3.57,155,EA,$15.00,$5.00,$55.00,4.1%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,14.0,27241003103.0,Omeprazole-Sodium Bicarbonate,"6,422","1,141","$17,006,341",$60.35,44,EA,$0.12,$0.00,$0.54,45.6%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,15.0,69097038702.0,Ambrisentan,"2,825",325,"$16,954,954",$197.06,30,EA,$46.15,$0.25,$250.00,14.8%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,16.0,59267102504.0,Pfizer-BioNT COVID-19 Vac-TriS,"430,896","409,284","$16,898,803",$112.49,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,17.0,80777028299.0,Moderna COVID-19 Bivalent,"419,253","413,068","$16,426,663",$71.91,1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,18.0,310737020.0,Budesonide-Formoterol Fumarate,"47,992","19,505","$16,345,161",$26.95,13,GM,$10.00,$2.00,$50.00,12.5%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,19.0,115169449.0,EPINEPHrine,"114,683","91,319","$16,241,215",$65.19,2,EA,$10.00,$5.00,$15.00,4.3%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,20.0,27241024190.0,metFORMIN HCl ER (MOD),"5,049","1,227","$15,635,339",$44.08,70,EA,$0.14,$0.00,$1.35,47.2%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,21.0,65162083366.0,Diclofenac Sodium,"441,935","257,485","$15,504,215",$0.21,168,GM,$8.47,$5.00,$10.00,7.2%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,22.0,378696112.0,Glatiramer Acetate,"4,642",683,"$14,855,663",$254.81,13,ML,$25.00,$3.33,$250.00,12.3%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,23.0,378039991.0,Dimethyl Fumarate,"3,165",464,"$14,672,055",$73.97,63,EA,$30.00,$5.00,$166.61,6.0%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,24.0,93317431.0,Albuterol Sulfate HFA,"408,339","214,013","$14,497,804",$3.58,10,GM,$7.00,$2.39,$15.00,14.2%
Top 25 W/O Medi-Cal,Cost,2022,Generic,All Payers W/O Medi-Cal,25.0,60505082901.0,Fluticasone Propionate,"937,158","424,278","$14,444,922",$0.75,21,GM,$5.00,$2.87,$10.00,9.6%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,1.0,3089421.0,Eliquis,"1,089,626","236,044","$930,845,740",$9.01,95,EA,$32.50,$4.00,$75.08,8.3%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,2.0,74055402.0,Humira (2 Pen),"110,393","14,964","$778,228,606","$2,926.05",2,EA,$66.71,$12.50,$250.00,10.0%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,3.0,61958250101.0,Biktarvy,"159,972","23,598","$755,650,106",$112.30,42,EA,$20.00,$6.67,$50.00,8.4%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,4.0,57894006103.0,Stelara,"29,235","5,246","$648,080,122","$21,116.29",1,ML,$70.00,$20.00,$186.85,8.7%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,5.0,58406003204.0,Enbrel SureClick,"71,789","9,872","$438,059,635","$1,432.43",4,ML,$50.00,$10.00,$250.00,7.7%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,6.0,597015330.0,Jardiance,"431,187","107,492","$388,433,136",$18.32,49,EA,$20.00,$1.33,$40.00,8.6%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,7.0,74433902.0,Humira (2 Pen),"60,120","8,137","$366,434,079","$2,441.91",2,EA,$30.00,$13.75,$182.48,5.8%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,8.0,78063941.0,Cosentyx Sensoready (300 MG),"67,337","9,149","$343,916,562","$2,392.71",2,ML,$40.00,$19.08,$249.36,5.3%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,9.0,310135030.0,Tagrisso,"19,177","2,583","$317,295,453",$537.50,31,EA,$29.93,$1.23,$200.00,12.9%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,10.0,3089321.0,Eliquis,"399,651","85,931","$309,372,136",$9.07,85,EA,$25.94,$2.40,$66.82,12.2%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,11.0,2143480.0,Trulicity,"249,640","51,060","$302,177,680",$441.42,3,ML,$18.00,$1.33,$47.00,14.3%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,12.0,6027731.0,Januvia,"329,254","75,957","$301,564,121",$17.43,53,EA,$10.00,$1.33,$37.50,8.7%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,13.0,169413212.0,Ozempic (0.25 or 0.5 MG/DOSE),"254,023","73,957","$284,415,150",$564.38,2,ML,$25.00,$4.00,$47.00,10.7%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,14.0,597015230.0,Jardiance,"305,962","82,317","$276,181,954",$19.05,47,EA,$16.67,$1.33,$42.00,10.7%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,15.0,55513013760.0,Otezla,"64,533","10,636","$266,213,694",$66.11,62,EA,$35.00,$18.18,$250.00,6.2%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,16.0,50458057930.0,Xarelto,"294,381","70,356","$264,246,604",$17.16,52,EA,$30.00,$4.00,$76.38,7.0%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,17.0,88221905.0,Lantus SoloStar,"497,030","123,227","$260,666,854",$26.25,20,ML,$12.50,$1.33,$32.75,13.6%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,18.0,169413013.0,Ozempic (1 MG/DOSE),"220,528","48,501","$260,501,038",$285.27,4,ML,$23.57,$4.00,$47.00,12.0%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,19.0,61958200201.0,Descovy,"109,839","17,053","$257,439,781",$65.33,36,EA,$11.37,$0.00,$50.00,37.8%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,20.0,310621030.0,Farxiga,"277,271","61,995","$240,840,929",$18.21,48,EA,$18.67,$1.33,$47.00,10.9%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,21.0,469012599.0,Xtandi,"17,269","2,605","$210,066,146",$105.62,115,EA,$39.15,$2.00,$637.26,10.4%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,22.0,24591401.0,Dupixent,"59,776","7,653","$206,369,349",$818.59,4,ML,$68.88,$20.00,$250.00,6.8%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,23.0,2143380.0,Trulicity,"179,901","43,200","$205,595,570",$443.74,3,ML,$16.67,$1.71,$46.48,14.6%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,24.0,61958190101.0,Genvoya,"38,400","6,199","$203,917,675",$110.02,48,EA,$20.45,$10.00,$47.78,5.3%
Top 25 W/O Medi-Cal,Cost,2022,All,All Payers W/O Medi-Cal,25.0,23916360.0,Restasis,"217,634","69,666","$199,747,266",$10.90,84,EA,$4.87,$1.33,$40.00,12.0%
